District,Crop,Soil Type,Rainfall_mm,Temperature_C,Soil_pH,Humidity_%
Dharwad,Maize,Laterite,1147,28.878835922680974,6.251814702009131,62
Hassan,Coffee,Red Sandy Loam,2019,24.348299217830647,5.128399329234153,84
Udupi,Coconut,Laterite,1851,24.17589217631459,6.3168779858937825,84
Dharwad,Paddy,Black Soil,1259,27.285845282086253,6.417242279078799,71
Belagavi,Cotton,Black Soil,721,26.079624481108354,6.1044688016223985,59
Raichur,Paddy,Black Soil,1487,25.471911181417255,5.55047458509854,81
Tumkur,Ragi,Red Sandy Loam,864,22.20111780605051,6.222930672238603,55
Koppal,Pulses,Red Sandy Loam,738,23.27568151364284,6.903301127388759,59
Raichur,Pulses,Red Sandy Loam,684,31.694393756758785,6.6932095422188675,73
Bidar,Cotton,Black Soil,852,33.363842356312254,7.245288844604357,57
Mysore,Sugarcane,Red Loamy,1077,30.628242076652068,7.182412812256245,68
Gulbarga,Cotton,Black Soil,646,26.246974471236033,6.879312249285763,55
Chikkamagalur,Pepper,Laterite,1919,24.51069698305275,5.762808337246562,79
Udupi,Coconut,Laterite,1852,30.882026291197633,6.445784646240956,81
Hassan,Pepper,Laterite,1510,22.47197234988555,5.25781055380887,84
Udupi,Arecanut,Laterite,1581,24.728754532699213,6.043539646575076,74
Gulbarga,Pulses,Red Sandy Loam,938,28.72522404238139,6.70425907450242,70
Belagavi,Sugarcane,Red Loamy,961,25.416971660819357,6.642997236584227,72
Dharwad,Cotton,Black Soil,788,29.62456817065148,7.411448681764191,60
Mandya,Paddy,Black Soil,1140,31.065646754071615,6.732366537641257,76
Raichur,Pulses,Red Sandy Loam,846,22.124255937939324,6.879810435719685,65
Kodagu,Pepper,Laterite,1307,27.23191057746974,5.147086772843687,74
Gulbarga,Jowar,Black Soil,615,30.819511085134984,6.822601405112867,61
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Udupi,Paddy,Black Soil,980,28.23425987709441,6.2917110453382445,80
Belagavi,Cotton,Black Soil,812,32.03913426128108,6.976204035215069,58
Shimoga,Paddy,Black Soil,1197,28.039485238625836,5.594286231208572,84
Kodagu,Pepper,Laterite,1896,26.461265617823766,5.871105709696028,83
Koppal,Maize,Laterite,838,23.814696818603963,6.575501018469059,62
Chikkamagalur,Arecanut,Laterite,2268,26.697062412673606,5.566682300363024,70
Gulbarga,Jowar,Black Soil,591,29.36661344620748,7.05464085563915,62
Tumkur,Groundnut,Red Sandy Loam,837,28.848120019835545,6.0896317733046175,68
Chikkamagalur,Pepper,Laterite,1976,22.387215303068057,5.866492155079495,77
Udupi,Paddy,Black Soil,1103,32.61152100788757,6.248554259356122,74
Hassan,Coffee,Red Sandy Loam,1880,22.307073495171466,5.681724099433035,73
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Bidar,Cotton,Black Soil,617,30.09723171603565,6.569939928389629,50
Belagavi,Sugarcane,Red Loamy,1199,26.80217896535462,6.678274409040162,79
Kodagu,Arecanut,Laterite,2431,27.967138120523856,5.878273893682873,73
Gulbarga,Cotton,Black Soil,710,29.19087753670966,7.174975335329042,57
Chikkamagalur,Pepper,Laterite,1204,22.00947652646747,6.307260820235952,82
Kodagu,Pepper,Laterite,1210,22.277549135567703,5.3993685490910055,77
Shimoga,Arecanut,Laterite,2204,25.600762148726876,5.522134451029497,80
Belagavi,Sugarcane,Red Loamy,1106,26.160467728812446,6.310255665924913,68
Shimoga,Paddy,Black Soil,1033,25.61693360126921,6.533663622230236,78
Gulbarga,Cotton,Black Soil,679,27.78465290915346,7.344709285888943,66
Kodagu,Arecanut,Laterite,2364,29.559878284446746,5.641611350617899,78
Dharwad,Paddy,Black Soil,887,32.6113320353179,5.994962342935414,77
Kodagu,Coffee,Red Sandy Loam,2193,24.42833421461142,6.493406302705258,83
Bidar,Oilseeds,Black Soil,754,28.89085610478706,6.9640541301314896,50
Shimoga,Arecanut,Laterite,1983,25.5487976105455,5.671102478413402,77
Udupi,Paddy,Black Soil,1077,29.850832060259382,6.480484714608431,79
Raichur,Cotton,Black Soil,900,27.479324498058073,7.391687219062973,64
Belagavi,Maize,Laterite,1046,28.12610656838032,6.091482957929647,59
Tumkur,Pulses,Red Sandy Loam,977,23.812180436136174,6.8103032991233325,57
Mandya,Sugarcane,Red Loamy,1281,25.48665644452274,7.466990135607352,63
Bellary,Cotton,Black Soil,760,26.70142740177158,6.474157331911344,61
Chikkamagalur,Pepper,Laterite,1294,23.683813479259094,6.458344563824536,82
Udupi,Arecanut,Laterite,2124,22.93078759885923,5.860162153213792,77
Raichur,Paddy,Black Soil,1140,31.956677666791663,6.178132765508459,71
Dharwad,Paddy,Black Soil,868,25.336656818314058,6.120951547726081,82
Chikkamagalur,Pepper,Laterite,1524,22.97665660615221,5.733701047573861,76
Bidar,Cotton,Black Soil,733,26.077922473655413,6.731372405095074,57
Tumkur,Groundnut,Red Sandy Loam,603,27.133404772284393,6.621914421283878,56
Kodagu,Coffee,Red Sandy Loam,2430,22.456380689537873,6.181023272614561,78
Dharwad,Paddy,Black Soil,1403,25.226255085827802,6.8313446077242865,84
Koppal,Paddy,Black Soil,1285,31.23835038940605,6.488733316900202,71
Belagavi,Cotton,Black Soil,651,33.02564534348624,7.268562872575091,61
Kodagu,Coffee,Red Sandy Loam,1862,23.185673419588447,5.619791718204197,83
Dharwad,Paddy,Black Soil,1033,29.343352046562913,6.658047678958532,73
Bidar,Oilseeds,Black Soil,780,29.47074424516289,6.7920445910489615,60
Hassan,Coffee,Red Sandy Loam,2437,21.90258269905505,5.471872319819341,84
Tumkur,Ragi,Red Sandy Loam,854,24.148636834663733,6.361062936479719,55
Udupi,Paddy,Black Soil,1419,27.10055304054657,5.592314551202255,82
Chikkamagalur,Pepper,Laterite,1528,22.635494137772643,5.027969879622175,70
Kodagu,Arecanut,Laterite,1606,28.207814798521937,6.29754247898666,84
Kodagu,Arecanut,Laterite,1922,23.160261869999108,6.236805106720999,77
Kodagu,Coffee,Red Sandy Loam,2454,18.06935271876105,6.3912755235617364,70
Tumkur,Ragi,Red Sandy Loam,664,27.243065595707627,5.918363038428793,59
Bellary,Cotton,Black Soil,919,31.306361905296505,6.119279569944748,59
Belagavi,Maize,Laterite,746,24.634442502916794,6.423540577241508,56
Dharwad,Paddy,Black Soil,1261,32.55341776333884,6.93749152972208,79
Gulbarga,Pulses,Red Sandy Loam,852,31.960127833822483,6.1799996166106865,74
Chikkamagalur,Pepper,Laterite,1857,22.122409664129236,5.906733473387689,82
Tumkur,Pulses,Red Sandy Loam,830,26.3049358343151,6.467241344408837,59
Mysore,Paddy,Black Soil,1216,28.882930760705815,6.967666588230355,67
Udupi,Arecanut,Laterite,2050,25.656191617541005,6.106512225323219,84
Dharwad,Paddy,Black Soil,1079,27.825021727108776,5.913170019685763,77
Tumkur,Ragi,Red Sandy Loam,697,24.44800778866534,6.427206464790831,50
Shimoga,Arecanut,Laterite,1851,27.209415685948947,6.2679667578098055,79
Shimoga,Arecanut,Laterite,2449,24.971706714675772,5.94891172259279,73
Hassan,Paddy,Black Soil,1455,32.57991838398425,6.227697861571502,83
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Udupi,Paddy,Black Soil,1042,28.987527494499002,6.338261306432,70
Raichur,Pulses,Red Sandy Loam,686,24.52223134230619,6.810730465230413,59
Kodagu,Arecanut,Laterite,1521,22.274088982348033,5.670367250781531,84
Dharwad,Paddy,Black Soil,955,25.33561526837594,6.098262117920456,84
Raichur,Paddy,Black Soil,1354,25.585749655478228,6.409324963331149,82
Shimoga,Coconut,Laterite,2483,29.188216214593623,5.809432470969483,76
Koppal,Paddy,Black Soil,1099,24.2203223923188,6.68605435561917,66
Udupi,Coconut,Laterite,2313,31.70296395201448,6.0894708030932465,73
Shimoga,Coconut,Laterite,2176,31.423205038896217,6.328378145601646,75
Tumkur,Ragi,Red Sandy Loam,813,27.98565694716102,6.40597366350926,64
Mysore,Sugarcane,Red Loamy,1262,29.788645603519846,7.208955193006431,61
Dharwad,Maize,Laterite,926,29.112954845819544,6.84522555816074,55
Shimoga,Paddy,Black Soil,964,32.10599475697765,6.73548887647596,66
Kodagu,Coffee,Red Sandy Loam,1785,24.925817896854348,6.086633510403972,78
Mandya,Paddy,Black Soil,987,27.822111111766127,5.729442805908616,74
Bellary,Cotton,Black Soil,670,29.806701123050768,6.671993182003302,60
Bellary,Cotton,Black Soil,812,27.87553456420925,6.240480707050402,63
Gulbarga,Jowar,Black Soil,629,29.872588248047023,6.04616276738874,69
Belagavi,Sugarcane,Red Loamy,1224,24.988579924795925,6.151542369736887,61
Shimoga,Paddy,Black Soil,1301,30.99566018255166,6.748142104124672,74
Chikkamagalur,Arecanut,Laterite,1831,27.9168637520011,5.917639005868702,76
Kodagu,Pepper,Laterite,1732,26.836070262930907,5.379811222463536,73
Dharwad,Paddy,Black Soil,1461,24.631062411722908,5.539446590027003,78
Tumkur,Ragi,Red Sandy Loam,646,24.037764003660392,5.763246174830544,61
Hassan,Paddy,Black Soil,943,32.76322921365179,5.845957960321396,72
Gulbarga,Jowar,Black Soil,861,30.49585192548568,6.479282177711214,62
Raichur,Pulses,Red Sandy Loam,902,26.717563093908744,6.495819472648539,52
Kodagu,Coffee,Red Sandy Loam,2238,23.34544529566324,6.343718152097868,70
Mysore,Sugarcane,Red Loamy,1123,26.851091828184224,6.485231642464719,61
Belagavi,Sugarcane,Red Loamy,1109,25.012362489571018,6.714930684465811,78
Shimoga,Arecanut,Laterite,1814,29.936127755174684,6.186650423354037,77
Belagavi,Cotton,Black Soil,613,32.678609231258555,6.060763759411983,65
Raichur,Pulses,Red Sandy Loam,679,22.870820495914288,6.036520379381374,61
Mandya,Sugarcane,Red Loamy,1199,24.69156602538719,7.13914305743473,66
Chikkamagalur,Pepper,Laterite,1735,27.956823869116086,5.190773680448767,77
Hassan,Paddy,Black Soil,1129,27.7502535570612,6.078131649594818,70
Bellary,Cotton,Black Soil,908,28.430440057930102,6.616050600879815,55
Gulbarga,Cotton,Black Soil,982,31.66636072411242,6.463178487528879,62
Bidar,Pulses,Red Sandy Loam,844,22.491585236214277,6.573499584935216,51
Belagavi,Cotton,Black Soil,724,33.76292348523938,6.028565113911438,67
Bidar,Oilseeds,Black Soil,769,29.2575812931205,6.439029243980448,59
Bidar,Cotton,Black Soil,941,29.966452123895046,6.2162517237270745,61
Gulbarga,Cotton,Black Soil,991,27.142718093102594,6.096736020683769,63
Tumkur,Pulses,Red Sandy Loam,850,30.17102133002615,6.861008821308014,71
Shimoga,Arecanut,Laterite,1725,28.66146578896041,5.700828750174921,81
Raichur,Paddy,Black Soil,1310,25.20577380074803,6.507267710921556,69
Hassan,Pepper,Laterite,1449,22.67502479942855,5.142326345221362,79
Kodagu,Arecanut,Laterite,2190,23.714400578583028,6.085121660927125,79
Tumkur,Ragi,Red Sandy Loam,696,24.557216498042404,6.3104329135731705,55
Mysore,Paddy,Black Soil,1198,27.59393531752359,5.777070864354825,66
Udupi,Arecanut,Laterite,1767,25.95077611793249,5.5097003549230426,78
Kodagu,Coffee,Red Sandy Loam,1699,22.628682788743596,5.112640468707971,76
Shimoga,Paddy,Black Soil,1452,27.046739712541523,5.5307674045350845,82
Chikkamagalur,Pepper,Laterite,1277,25.82801941129749,5.943082080538373,78
Mysore,Sugarcane,Red Loamy,949,29.85832453940557,7.165419582588782,73
Mysore,Sugarcane,Red Loamy,1027,24.670433272760487,6.7243416548978985,71
Mandya,Sugarcane,Red Loamy,1046,24.88386902374452,7.29315611017722,64
Tumkur,Ragi,Red Sandy Loam,765,27.77191338505338,5.505928215336878,63
Mysore,Paddy,Black Soil,1437,32.82046748678836,6.090578754479556,68
Hassan,Paddy,Black Soil,1374,25.85443704191601,5.72132777024305,84
Bellary,Cotton,Black Soil,607,28.89266396809048,6.470054109645537,64
Belagavi,Maize,Laterite,1182,24.515080328539668,6.810125427718857,67
Hassan,Pepper,Laterite,1797,26.95226786721383,6.480623546008955,79
Belagavi,Maize,Laterite,1163,25.18852769280043,6.170130327383609,56
Hassan,Paddy,Black Soil,1092,31.87608893144245,5.5399038453948455,69
Koppal,Maize,Laterite,1042,28.27964492229206,6.192033652361496,63
Udupi,Coconut,Laterite,1800,29.2921945931694,6.09191440441907,76
Mysore,Sugarcane,Red Loamy,1262,28.395916588094565,7.017628877570568,74
Mandya,Paddy,Black Soil,1331,25.514077588833146,6.5407680794084,77
Hassan,Coffee,Red Sandy Loam,2374,24.077770629447404,6.160471092583001,79
Udupi,Arecanut,Laterite,2235,27.572057467815114,5.876041791109157,81
Koppal,Paddy,Black Soil,1072,28.127921635431335,6.4634794764636165,68
Hassan,Pepper,Laterite,1820,27.866276876953002,5.1618868324474905,79
Bidar,Pulses,Red Sandy Loam,678,24.507983351119627,6.689701642364623,64
Koppal,Maize,Laterite,716,26.25706191665882,6.402309533791466,63
Udupi,Paddy,Black Soil,960,26.579945231583206,6.050436747725493,83
Mandya,Sugarcane,Red Loamy,1168,24.720909063473158,7.155722179678545,65
Mandya,Paddy,Black Soil,909,26.63286385633413,6.525840032166515,83
Chikkamagalur,Pepper,Laterite,1267,23.833458755966955,5.776458403534152,78
Koppal,Maize,Laterite,761,29.975924022500408,6.425555877696717,72
Belagavi,Cotton,Black Soil,845,30.60351974019962,6.032608257095561,59
Raichur,Cotton,Black Soil,845,33.46119185555112,7.103576980167165,59
Mandya,Paddy,Black Soil,1063,27.867633080368005,6.137246104964967,80
Shimoga,Paddy,Black Soil,825,28.656893038316667,6.148533988220147,66
Bellary,Pulses,Red Sandy Loam,903,27.471276425689005,6.040785013435518,63
Bellary,Maize,Laterite,842,29.604751727448996,6.859130359751234,60
Hassan,Paddy,Black Soil,845,25.810556704025107,6.883748344453755,80
Bellary,Maize,Laterite,1025,24.027184860474982,6.505028046148767,69
Udupi,Paddy,Black Soil,1246,31.979306365520518,6.627519650547135,69
Udupi,Coconut,Laterite,1863,29.92623893728538,6.284187179232079,76
Kodagu,Arecanut,Laterite,2054,27.966913906922663,6.2946805755108075,72
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Dharwad,Maize,Laterite,1088,27.000214302482632,6.8540163336687865,73
Bidar,Pulses,Red Sandy Loam,876,26.878766059980595,6.702164328648313,64
Bidar,Cotton,Black Soil,715,27.889370166575826,6.129373756955947,53
Koppal,Maize,Laterite,1111,23.26473869826279,6.1247361132216795,60
Koppal,Paddy,Black Soil,1164,31.30107502561222,5.833973852840178,77
Shimoga,Coconut,Laterite,1633,28.222177672551016,6.040029192260688,72
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Bellary,Pulses,Red Sandy Loam,899,31.859915721706592,6.937764559318224,61
Kodagu,Pepper,Laterite,1452,24.807095099752257,5.986166490766197,82
Mandya,Paddy,Black Soil,1004,30.472602216467816,6.377489100408733,84
Mandya,Sugarcane,Red Loamy,967,29.969047825909136,6.781223379216123,79
Dharwad,Cotton,Black Soil,696,32.959131424201566,6.712618470075366,65
Raichur,Pulses,Red Sandy Loam,959,26.04910814269844,6.198372539847702,54
Dharwad,Cotton,Black Soil,620,32.33920370287701,6.616570790334087,58
Bidar,Cotton,Black Soil,857,30.441801159419537,6.815204804972045,61
Koppal,Maize,Laterite,975,25.968603828004248,6.169103900420652,65
Raichur,Cotton,Black Soil,646,31.049500131477043,6.989235087186876,54
Koppal,Paddy,Black Soil,1253,29.74137440621699,6.653754804285381,72
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Raichur,Cotton,Black Soil,978,26.721942674257544,6.406444811806829,53
Hassan,Paddy,Black Soil,823,24.286963156877327,5.614149983471162,69
Belagavi,Sugarcane,Red Loamy,1117,28.722505378600548,7.4019779290608305,72
Chikkamagalur,Coffee,Red Sandy Loam,2084,21.26307941480287,5.170917904166815,70
Bellary,Pulses,Red Sandy Loam,736,29.208932190520976,6.728470945558592,54
Tumkur,Ragi,Red Sandy Loam,856,28.513670136437305,6.403981696589286,53
Kodagu,Pepper,Laterite,1483,24.88588147627797,5.309035585373127,77
Shimoga,Arecanut,Laterite,1635,23.22434077731057,6.005585831184398,79
Kodagu,Arecanut,Laterite,2166,23.00844345088563,6.375209804448025,83
Chikkamagalur,Coffee,Red Sandy Loam,2000,19.295737475223522,6.051226943958019,75
Chikkamagalur,Pepper,Laterite,1659,23.449510004025,5.832300375498735,70
Raichur,Pulses,Red Sandy Loam,887,27.96516000698631,6.31815218580416,52
Chikkamagalur,Arecanut,Laterite,1367,28.31908590361474,6.1345349333661074,79
Chikkamagalur,Coffee,Red Sandy Loam,2216,20.131021131440193,6.349179626830753,72
Udupi,Arecanut,Laterite,2479,25.071591154103782,6.2368168318297,79
Chikkamagalur,Pepper,Laterite,1283,27.56760520742213,5.681144890066305,79
Bellary,Maize,Laterite,1123,22.151047028609877,6.100530358691836,66
Koppal,Paddy,Black Soil,1141,30.287720304887603,6.555903860991746,78
Koppal,Pulses,Red Sandy Loam,724,26.50265193496638,6.199380819010627,74
Udupi,Arecanut,Laterite,1678,29.013473707685186,5.716300940296162,83
Chikkamagalur,Arecanut,Laterite,2435,24.85549838358508,6.489519959500867,77
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Raichur,Pulses,Red Sandy Loam,858,25.30794994781043,6.178662805339103,66
Chikkamagalur,Pepper,Laterite,1887,23.68080471265228,5.219025358388162,83
Koppal,Maize,Laterite,771,26.175075695419828,6.663704478926256,68
Bidar,Cotton,Black Soil,731,27.902836773147605,6.811782083785537,64
Belagavi,Cotton,Black Soil,935,29.17969543586527,7.414369067087635,65
Gulbarga,Pulses,Red Sandy Loam,647,30.463180127808737,6.732300770608181,63
Belagavi,Cotton,Black Soil,854,27.215010508538526,6.768035083663139,63
Kodagu,Pepper,Laterite,1476,24.66883297035269,6.002732931475106,74
Raichur,Cotton,Black Soil,829,30.411615591006584,6.132730343548521,50
Belagavi,Maize,Laterite,858,24.069198897274404,6.340655077287299,59
Gulbarga,Cotton,Black Soil,921,32.31776095037672,6.247101013331586,60
Belagavi,Maize,Laterite,993,27.702174348135237,6.555005672334486,64
Belagavi,Maize,Laterite,934,28.440141545877022,6.369888625648125,67
Udupi,Coconut,Laterite,2314,31.0773998796268,6.116224251606953,71
Chikkamagalur,Pepper,Laterite,1317,27.65380562740724,6.1326023061974375,76
Koppal,Maize,Laterite,1121,28.477394064704587,6.6956776632153385,70
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Udupi,Paddy,Black Soil,1439,27.478443505775225,5.816894375407295,70
Koppal,Maize,Laterite,809,24.750828604340633,6.693880688708322,63
Bellary,Maize,Laterite,917,24.009267210866284,6.604205479863304,55
Tumkur,Ragi,Red Sandy Loam,845,28.850281024374098,5.6123829749287095,57
Kodagu,Arecanut,Laterite,2480,24.36481822003377,6.205362690896682,78
Shimoga,Coconut,Laterite,2075,25.436869910618423,6.235023198178171,79
Udupi,Arecanut,Laterite,1224,25.353993994551725,5.693993956223397,81
Shimoga,Coconut,Laterite,1633,28.250646341385405,6.305580826441234,79
Shimoga,Coconut,Laterite,1367,30.9030342727938,5.579856424582257,81
Bellary,Maize,Laterite,981,26.51301555009597,6.65393136001712,72
Raichur,Pulses,Red Sandy Loam,648,23.782617814887736,6.986447726026737,56
Mandya,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Dharwad,Paddy,Black Soil,1318,32.21236548807332,5.898961096981168,74
Koppal,Pulses,Red Sandy Loam,812,31.49112456888247,6.998617319164385,72
Tumkur,Groundnut,Red Sandy Loam,847,27.02424849786556,6.008108196886213,66
Belagavi,Sugarcane,Red Loamy,1075,27.16589490693375,6.270533952422478,62
Shimoga,Coconut,Laterite,1280,26.497026215024846,5.512595038169427,83
Gulbarga,Pulses,Red Sandy Loam,955,23.9882853028648,6.508405976644627,74
Mysore,Paddy,Black Soil,819,30.785439159972817,5.665591351374901,80
Raichur,Paddy,Black Soil,802,30.931181627360274,5.712328164215659,70
Raichur,Pulses,Red Sandy Loam,732,24.130573507330062,6.616092321149994,66
Raichur,Cotton,Black Soil,624,32.7718590943961,6.428107935454262,65
Dharwad,Cotton,Black Soil,988,33.22888068293502,6.2833052801442815,60
Mysore,Paddy,Black Soil,1167,26.667132691925225,6.588352371339923,80
Shimoga,Arecanut,Laterite,2015,25.650463293265386,5.88581252175929,84
Gulbarga,Jowar,Black Soil,881,27.807250619785606,6.066855061068946,58
Dharwad,Cotton,Black Soil,780,26.5091598271353,7.18901623169194,57
Bellary,Pulses,Red Sandy Loam,749,26.379639639625683,6.354995041038354,59
Tumkur,Groundnut,Red Sandy Loam,620,26.439034859129656,6.990175793630718,67
Dharwad,Cotton,Black Soil,635,32.35642660011365,6.730524060774359,53
Mandya,Sugarcane,Red Loamy,929,31.406308395956547,7.363897565183011,72
Hassan,Paddy,Black Soil,1383,25.088997907608597,5.753052464205618,70
Udupi,Paddy,Black Soil,1062,31.922265959535185,5.91990599453786,77
Dharwad,Paddy,Black Soil,951,25.441767718848986,5.511675955403451,80
Chikkamagalur,Arecanut,Laterite,2422,25.460810607655418,6.003263900900814,73
Kodagu,Arecanut,Laterite,1780,23.354654859255533,6.3319900531103475,83
Bidar,Cotton,Black Soil,894,27.09775413779108,6.111163123950583,57
Bidar,Oilseeds,Black Soil,681,31.604275796225334,6.980414360232807,66
Bidar,Pulses,Red Sandy Loam,893,23.794452375808532,6.025420685179525,50
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Bidar,Oilseeds,Black Soil,770,28.258482107039285,6.075871641224047,66
Mandya,Sugarcane,Red Loamy,983,27.75547889723235,7.08048437471784,76
Mysore,Sugarcane,Red Loamy,1015,26.57870766464755,6.915590799966081,66
Udupi,Coconut,Laterite,2276,26.90698566798478,5.964512250504077,81
Shimoga,Arecanut,Laterite,2024,29.59255514916337,5.578274480729876,83
Belagavi,Maize,Laterite,856,28.7576733366069,6.418383337713271,73
Udupi,Paddy,Black Soil,1389,30.970296773483852,5.550683726422373,67
Raichur,Pulses,Red Sandy Loam,763,25.45949517863203,6.347968666155216,61
Gulbarga,Cotton,Black Soil,787,26.073611184506678,6.218443107788177,59
Shimoga,Coconut,Laterite,2270,29.631536659375698,5.8379455710452905,71
Gulbarga,Cotton,Black Soil,665,27.48468524416742,6.963797753009049,69
Gulbarga,Cotton,Black Soil,732,32.86292892596278,7.322583785274391,69
Bellary,Cotton,Black Soil,758,27.48816315338222,6.991850074892799,61
Dharwad,Maize,Laterite,1109,29.127962997154118,6.496175926101115,69
Koppal,Paddy,Black Soil,1322,25.402926277768252,5.809667848624301,76
Mysore,Sugarcane,Red Loamy,1261,29.743496188980558,7.114232252377299,69
Chikkamagalur,Arecanut,Laterite,2357,24.697759279281808,5.514202156170764,82
Koppal,Maize,Laterite,759,23.445239216729362,6.406567807905491,62
Raichur,Cotton,Black Soil,665,26.27849736993467,7.108488094734366,66
Mysore,Paddy,Black Soil,1165,32.23276648282862,5.5966076740225645,74
Bellary,Maize,Laterite,840,29.27568638439017,6.519998124036922,56
Hassan,Coffee,Red Sandy Loam,2436,24.191489030589377,6.220743697389265,72
Belagavi,Cotton,Black Soil,766,32.37227677249827,7.049569615731506,60
Udupi,Paddy,Black Soil,1156,30.191087809311675,6.908124832419749,71
Shimoga,Paddy,Black Soil,1405,24.64352721898472,6.084486133432173,77
Bidar,Oilseeds,Black Soil,762,30.423730408868536,6.427132531048391,66
Udupi,Paddy,Black Soil,863,30.258188256586827,5.658586840646702,75
Raichur,Pulses,Red Sandy Loam,666,30.008094946768324,6.918258167941306,59
Chikkamagalur,Arecanut,Laterite,1479,23.54526200896784,6.167924473596084,71
Shimoga,Coconut,Laterite,2417,29.378103519460527,6.282395808644459,70
Raichur,Pulses,Red Sandy Loam,820,24.006163711246526,6.28733033322765,57
Shimoga,Arecanut,Laterite,1316,29.37431386486821,5.87337855953684,74
Shimoga,Coconut,Laterite,2217,31.445300031737045,5.770446185471426,78
Dharwad,Paddy,Black Soil,1032,29.402277296401547,5.677081760890078,74
Raichur,Pulses,Red Sandy Loam,915,25.926991133589414,6.577735770160842,55
Raichur,Pulses,Red Sandy Loam,932,28.4953243106539,6.42424570320658,53
Bellary,Pulses,Red Sandy Loam,774,27.132385720964592,6.587179128135697,69
Koppal,Pulses,Red Sandy Loam,878,29.21648544251736,6.074661644645224,63
Belagavi,Maize,Laterite,702,25.60465994252894,6.285525071715339,68
Kodagu,Arecanut,Laterite,1440,22.87519940368267,6.159820842693395,84
Koppal,Maize,Laterite,912,23.655329498768936,6.9002348574321095,58
Belagavi,Sugarcane,Red Loamy,1134,27.20676188522783,6.310140786104642,66
Bidar,Oilseeds,Black Soil,741,25.380872903218197,6.0026321555795885,66
Gulbarga,Cotton,Black Soil,751,30.54909833825409,6.282061638883179,58
Mandya,Paddy,Black Soil,1439,26.03786644578885,6.221071084726534,69
Mysore,Paddy,Black Soil,1106,26.44674654053324,5.754557858732867,75
Shimoga,Arecanut,Laterite,1948,25.69862797967426,6.214087022685018,74
Bellary,Pulses,Red Sandy Loam,796,31.661780248345366,6.821031947096431,74
Dharwad,Cotton,Black Soil,743,26.256611455795827,6.207567843812877,52
Kodagu,Pepper,Laterite,1940,26.477529366101233,5.906919070257833,76
Udupi,Paddy,Black Soil,1128,26.805998821245197,6.456733268889115,72
Mysore,Vegetables,Red Sandy Loam,1000,25.0,6.5,70
Tumkur,Ragi,Red Sandy Loam,790,27.503702720949672,6.292456669139264,62
Tumkur,Groundnut,Red Sandy Loam,764,29.179575390009987,6.341507110684043,61
Chikkamagalur,Arecanut,Laterite,2427,23.980049028558433,5.5796558409308865,70
Tumkur,Ragi,Red Sandy Loam,800,22.01545531433204,6.225771046957777,58
Kodagu,Pepper,Laterite,1530,23.28733912798001,5.951082584016475,75
Bidar,Oilseeds,Black Soil,671,30.12820719615437,6.3388011699271125,68
Hassan,Pepper,Laterite,1409,25.22513860121829,6.492739115300182,74
Shimoga,Coconut,Laterite,2067,26.921953612922977,5.892785646328705,79
Belagavi,Maize,Laterite,1076,26.33887160393857,6.76839992894878,58
Bidar,Oilseeds,Black Soil,887,24.00905180096696,6.078818077242784,69
Raichur,Cotton,Black Soil,631,27.645462862260416,6.7710462292138045,55
Shimoga,Paddy,Black Soil,1060,27.732622222769944,6.895526765699602,78
Tumkur,Pulses,Red Sandy Loam,751,23.3084236134882,6.675811635742733,53
Tumkur,Pulses,Red Sandy Loam,734,28.252115338575152,6.986382171628892,60
Tumkur,Pulses,Red Sandy Loam,809,24.51853362345709,6.777302148143918,59
Bidar,Oilseeds,Black Soil,670,28.768241287598407,6.4603861756750405,53
Dharwad,Paddy,Black Soil,1407,30.49398494334115,6.794293865693923,80
Kodagu,Arecanut,Laterite,2339,29.057333795768265,6.074869495158071,78
Mandya,Paddy,Black Soil,855,26.2425704751813,6.578212352423747,69
Dharwad,Cotton,Black Soil,972,25.500222669165577,6.2329149047659955,65
Hassan,Coffee,Red Sandy Loam,1585,18.946762669743023,6.494675757650134,84
Dharwad,Cotton,Black Soil,705,32.10243341927259,6.1730997874212425,50
Bidar,Cotton,Black Soil,960,28.676580460591083,6.886643070803421,67
Shimoga,Coconut,Laterite,2168,31.783155115101557,5.555735526501402,76
Gulbarga,Jowar,Black Soil,578,27.85106169398742,6.117790778912359,57
Kodagu,Coffee,Red Sandy Loam,2130,19.239534282703488,6.273551769925209,70
Tumkur,Pulses,Red Sandy Loam,843,31.783254764450476,6.728386186100733,54
Gulbarga,Pulses,Red Sandy Loam,607,22.34503876498326,6.288125128854691,60
Shimoga,Arecanut,Laterite,1729,27.697505549392915,6.079779842569415,75
Koppal,Paddy,Black Soil,1014,24.523509828488322,6.058367942779107,65
Bellary,Pulses,Red Sandy Loam,757,26.228764684667787,6.565751564224582,71
